Region,State,Date,EVs
Landkreis Garmisch-Partenkirchen,Bayern,2023-07-01,211
Landkreis Günzburg,Bayern,2023-07-01,154
Landkreis Haßberge,Bayern,2023-07-01,101
Landkreis Hof,Bayern,2023-07-01,140
Landkreis Kelheim,Bayern,2023-07-01,137
Landkreis Kitzingen,Bayern,2023-07-01,280
Landkreis Kronach,Bayern,2023-07-01,68
Landkreis Kulmbach,Bayern,2023-07-01,89
Landkreis Landsberg am Lech,Bayern,2023-07-01,200
Landkreis Landshut,Bayern,2023-07-01,269
Landkreis Lichtenfels,Bayern,2023-07-01,49
Landkreis Lindau (Bodensee),Bayern,2023-07-01,151
Landkreis Main-Spessart,Bayern,2023-07-01,175
Landkreis Miesbach,Bayern,2023-07-01,253
Landkreis Miltenberg,Bayern,2023-07-01,80
Landkreis Mühldorf a. Inn,Bayern,2023-07-01,156
Landkreis München,Bayern,2023-07-01,1024
Landkreis Neuburg-Schrobenhausen,Bayern,2023-07-01,188
Landkreis Neumarkt i.d. OPf.,Bayern,2023-07-01,227
Landkreis Neustadt a.d. Aisch-Bad Windsheim,Bayern,2023-07-01,167
Landkreis Neustadt a.d. Waldnaab,Bayern,2023-07-01,87
Landkreis Neu-Ulm,Bayern,2023-07-01,265
Landkreis Nürnberger Land,Bayern,2023-07-01,242
Landkreis Oberallgäu,Bayern,2023-07-01,365
Landkreis Ostallgäu,Bayern,2023-07-01,328
Landkreis Passau,Bayern,2023-07-01,371
Landkreis Pfaffenhofen a.d. Ilm,Bayern,2023-07-01,236
Landkreis Regen,Bayern,2023-07-01,138
Landkreis Regensburg,Bayern,2023-07-01,304
Landkreis Rhön-Grabfeld,Bayern,2023-07-01,137
Landkreis Rosenheim,Bayern,2023-07-01,465
Landkreis Roth,Bayern,2023-07-01,238
Landkreis Rottal-Inn,Bayern,2023-07-01,129
Landkreis Schwandorf,Bayern,2023-07-01,234
Landkreis Schweinfurt,Bayern,2023-07-01,203
Landkreis Starnberg,Bayern,2023-07-01,156
Landkreis Straubing-Bogen,Bayern,2023-07-01,174
Landkreis Tirschenreuth,Bayern,2023-07-01,77
Landkreis Traunstein,Bayern,2023-07-01,297
Landkreis Unterallgäu,Bayern,2023-07-01,279
Landkreis Weilheim-Schongau,Bayern,2023-07-01,195
Landkreis Weißenburg-Gunzenhausen,Bayern,2023-07-01,111
Landkreis Wunsiedel i. Fichtelgebirge,Bayern,2023-07-01,112
Landkreis Würzburg,Bayern,2023-07-01,170
Kreisfreie Stadt Berlin,Berlin,2023-07-01,3157
Kreisfreie Stadt Brandenburg an der Havel,Brandenburg,2023-07-01,66
Kreisfreie Stadt Cottbus,Brandenburg,2023-07-01,77
Kreisfreie Stadt Frankfurt (Oder),Brandenburg,2023-07-01,37
Kreisfreie Stadt Potsdam,Brandenburg,2023-07-01,129
Landkreis Barnim,Brandenburg,2023-07-01,200
Landkreis Dahme-Spreewald,Brandenburg,2023-07-01,193
Landkreis Elbe-Elster,Brandenburg,2023-07-01,75
Landkreis Havelland,Brandenburg,2023-07-01,114
Landkreis Märkisch-Oderland,Brandenburg,2023-07-01,132
Landkreis Oberhavel,Brandenburg,2023-07-01,200
Landkreis Oberspreewald-Lausitz,Brandenburg,2023-07-01,103
Landkreis Oder-Spree,Brandenburg,2023-07-01,161
Landkreis Ostprignitz-Ruppin,Brandenburg,2023-07-01,136
Landkreis Potsdam-Mittelmark,Brandenburg,2023-07-01,262
Landkreis Prignitz,Brandenburg,2023-07-01,39
Landkreis Spree-Neiße,Brandenburg,2023-07-01,97
Landkreis Teltow-Fläming,Brandenburg,2023-07-01,171
Landkreis Uckermark,Brandenburg,2023-07-01,137
Kreisfreie Stadt Bremen,Bremen,2023-07-01,662
Kreisfreie Stadt Bremerhaven,Bremen,2023-07-01,104
Kreisfreie Stadt Hamburg,Hamburg,2023-07-01,2504
Kreisfreie Stadt Darmstadt,Hessen,2023-07-01,198
Kreisfreie Stadt Frankfurt am Main,Hessen,2023-07-01,769
Kreisfreie Stadt Kassel,Hessen,2023-07-01,373
Kreisfreie Stadt Offenbach am Main,Hessen,2023-07-01,40
Kreisfreie Stadt Wiesbaden,Hessen,2023-07-01,344
Landkreis Bergstraße,Hessen,2023-07-01,333
Landkreis Darmstadt-Dieburg,Hessen,2023-07-01,406
Landkreis Fulda,Hessen,2023-07-01,395
Landkreis Gießen,Hessen,2023-07-01,262
Landkreis Groß-Gerau,Hessen,2023-07-01,1054
Landkreis Hersfeld-Rotenburg,Hessen,2023-07-01,143
Landkreis Hochtaunuskreis,Hessen,2023-07-01,249
Landkreis Kassel,Hessen,2023-07-01,483
Landkreis Lahn-Dill-Kreis,Hessen,2023-07-01,246
Landkreis Limburg-Weilburg,Hessen,2023-07-01,300
Landkreis Main-Kinzig-Kreis,Hessen,2023-07-01,501
Landkreis Main-Taunus-Kreis,Hessen,2023-07-01,301
Landkreis Marburg-Biedenkopf,Hessen,2023-07-01,213
Landkreis Odenwaldkreis,Hessen,2023-07-01,117
Landkreis Offenbach,Hessen,2023-07-01,445
Landkreis Rheingau-Taunus-Kreis,Hessen,2023-07-01,177
Landkreis Schwalm-Eder-Kreis,Hessen,2023-07-01,188
Landkreis Vogelsbergkreis,Hessen,2023-07-01,157
Landkreis Waldeck-Frankenberg,Hessen,2023-07-01,148
Landkreis Werra-Meißner-Kreis,Hessen,2023-07-01,92
Landkreis Wetteraukreis,Hessen,2023-07-01,327
Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern,2023-07-01,169
Kreisfreie Stadt Schwerin,Mecklenburg-Vorpommern,2023-07-01,94
Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,2023-07-01,183
Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,2023-07-01,182
Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,2023-07-01,151
Landkreis Rostock,Mecklenburg-Vorpommern,2023-07-01,221
Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,2023-07-01,182
Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,2023-07-01,193
Kreisfreie Stadt Braunschweig,Niedersachsen,2023-07-01,313
Kreisfreie Stadt Delmenhorst,Niedersachsen,2023-07-01,71
Kreisfreie Stadt Emden,Niedersachsen,2023-07-01,133
Kreisfreie Stadt Oldenburg (Oldb),Niedersachsen,2023-07-01,177
Kreisfreie Stadt Osnabrück,Niedersachsen,2023-07-01,368
Kreisfreie Stadt Salzgitter,Niedersachsen,2023-07-01,235
Kreisfreie Stadt Wilhelmshaven,Niedersachsen,2023-07-01,65
Kreisfreie Stadt Wolfsburg,Niedersachsen,2023-07-01,945
Landkreis Ammerland,Niedersachsen,2023-07-01,139
Landkreis Aurich,Niedersachsen,2023-07-01,181
Landkreis Celle,Niedersachsen,2023-07-01,131
Landkreis Cloppenburg,Niedersachsen,2023-07-01,234
Landkreis Cuxhaven,Niedersachsen,2023-07-01,147
Landkreis Diepholz,Niedersachsen,2023-07-01,245
Landkreis Emsland,Niedersachsen,2023-07-01,467
Landkreis Friesland,Niedersachsen,2023-07-01,140
Landkreis Gifhorn,Niedersachsen,2023-07-01,179
Landkreis Goslar,Niedersachsen,2023-07-01,157
Landkreis Göttingen,Niedersachsen,2023-07-01,343
Landkreis Grafschaft Bentheim,Niedersachsen,2023-07-01,204
Landkreis Hameln-Pyrmont,Niedersachsen,2023-07-01,97
Landkreis Harburg,Niedersachsen,2023-07-01,265
Landkreis Heidekreis,Niedersachsen,2023-07-01,294
Landkreis Helmstedt,Niedersachsen,2023-07-01,120
Landkreis Hildesheim,Niedersachsen,2023-07-01,252
Landkreis Holzminden,Niedersachsen,2023-07-01,63
Landkreis Leer,Niedersachsen,2023-07-01,181
Landkreis Lüchow-Dannenberg,Niedersachsen,2023-07-01,53
Landkreis Lüneburg,Niedersachsen,2023-07-01,191
Landkreis Nienburg (Weser),Niedersachsen,2023-07-01,180
Landkreis Northeim,Niedersachsen,2023-07-01,177
Landkreis Oldenburg,Niedersachsen,2023-07-01,117
Landkreis Osnabrück,Niedersachsen,2023-07-01,409
Landkreis Osterholz,Niedersachsen,2023-07-01,140
Landkreis Peine,Niedersachsen,2023-07-01,108
Landkreis Region Hannover,Niedersachsen,2023-07-01,1922
Landkreis Rotenburg (Wümme),Niedersachsen,2023-07-01,217
Landkreis Schaumburg,Niedersachsen,2023-07-01,253
Landkreis Stade,Niedersachsen,2023-07-01,233
Landkreis Uelzen,Niedersachsen,2023-07-01,89
Landkreis Vechta,Niedersachsen,2023-07-01,246
Landkreis Verden,Niedersachsen,2023-07-01,184
Landkreis Wesermarsch,Niedersachsen,2023-07-01,68
Landkreis Wittmund,Niedersachsen,2023-07-01,57
Landkreis Wolfenbüttel,Niedersachsen,2023-07-01,72
Kreis Borken,Nordrhein-Westfalen,2023-07-01,679
Kreis Coesfeld,Nordrhein-Westfalen,2023-07-01,324
Kreis Düren,Nordrhein-Westfalen,2023-07-01,365
Kreis Ennepe-Ruhr-Kreis,Nordrhein-Westfalen,2023-07-01,265
Kreis Euskirchen,Nordrhein-Westfalen,2023-07-01,207
Kreis Gütersloh,Nordrhein-Westfalen,2023-07-01,464
Kreis Heinsberg,Nordrhein-Westfalen,2023-07-01,243
Kreis Herford,Nordrhein-Westfalen,2023-07-01,247
Kreis Hochsauerlandkreis,Nordrhein-Westfalen,2023-07-01,324
Kreis Höxter,Nordrhein-Westfalen,2023-07-01,184
Kreis Kleve,Nordrhein-Westfalen,2023-07-01,452
Kreis Lippe,Nordrhein-Westfalen,2023-07-01,285
Kreis Märkischer Kreis,Nordrhein-Westfalen,2023-07-01,446
Kreis Mettmann,Nordrhein-Westfalen,2023-07-01,684
Kreis Minden-Lübbecke,Nordrhein-Westfalen,2023-07-01,332
Kreis Oberbergischer Kreis,Nordrhein-Westfalen,2023-07-01,266
Kreis Olpe,Nordrhein-Westfalen,2023-07-01,129
Kreis Paderborn,Nordrhein-Westfalen,2023-07-01,571
Kreis Recklinghausen,Nordrhein-Westfalen,2023-07-01,528
Kreis Rhein-Erft-Kreis,Nordrhein-Westfalen,2023-07-01,456
Kreis Rheinisch-Bergischer Kreis,Nordrhein-Westfalen,2023-07-01,250
Kreis Rhein-Kreis Neuss,Nordrhein-Westfalen,2023-07-01,376
Kreis Rhein-Sieg-Kreis,Nordrhein-Westfalen,2023-07-01,593
Kreis Siegen-Wittgenstein,Nordrhein-Westfalen,2023-07-01,235
Kreis Soest,Nordrhein-Westfalen,2023-07-01,378
Kreis Städteregion Aachen,Nordrhein-Westfalen,2023-07-01,862
Kreis Steinfurt,Nordrhein-Westfalen,2023-07-01,455
Kreis Unna,Nordrhein-Westfalen,2023-07-01,583
Kreis Viersen,Nordrhein-Westfalen,2023-07-01,390
Kreis Warendorf,Nordrhein-Westfalen,2023-07-01,318
Kreis Wesel,Nordrhein-Westfalen,2023-07-01,559
Kreisfreie Stadt Bielefeld,Nordrhein-Westfalen,2023-07-01,351
Kreisfreie Stadt Bochum,Nordrhein-Westfalen,2023-07-01,467
Kreisfreie Stadt Bonn,Nordrhein-Westfalen,2023-07-01,418
Kreisfreie Stadt Bottrop,Nordrhein-Westfalen,2023-07-01,121
Kreisfreie Stadt Dortmund,Nordrhein-Westfalen,2023-07-01,852
Kreisfreie Stadt Duisburg,Nordrhein-Westfalen,2023-07-01,271
Kreisfreie Stadt Düsseldorf,Nordrhein-Westfalen,2023-07-01,1199
Kreisfreie Stadt Essen,Nordrhein-Westfalen,2023-07-01,685
Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen,2023-07-01,170
Kreisfreie Stadt Hagen,Nordrhein-Westfalen,2023-07-01,139
Kreisfreie Stadt Hamm,Nordrhein-Westfalen,2023-07-01,190
Kreisfreie Stadt Herne,Nordrhein-Westfalen,2023-07-01,124
Kreisfreie Stadt Köln,Nordrhein-Westfalen,2023-07-01,1357
Kreisfreie Stadt Krefeld,Nordrhein-Westfalen,2023-07-01,122
Kreisfreie Stadt Leverkusen,Nordrhein-Westfalen,2023-07-01,101
Kreisfreie Stadt Mönchengladbach,Nordrhein-Westfalen,2023-07-01,263
Kreisfreie Stadt Mülheim an der Ruhr,Nordrhein-Westfalen,2023-07-01,83
Kreisfreie Stadt Münster,Nordrhein-Westfalen,2023-07-01,267
Kreisfreie Stadt Oberhausen,Nordrhein-Westfalen,2023-07-01,196
Kreisfreie Stadt Remscheid,Nordrhein-Westfalen,2023-07-01,160
Kreisfreie Stadt Solingen,Nordrhein-Westfalen,2023-07-01,138
Kreisfreie Stadt Wuppertal,Nordrhein-Westfalen,2023-07-01,191
Kreisfreie Stadt Frankenthal (Pfalz),Rheinland-Pfalz,2023-07-01,60
Kreisfreie Stadt Kaiserslautern,Rheinland-Pfalz,2023-07-01,136
Kreisfreie Stadt Koblenz,Rheinland-Pfalz,2023-07-01,138
Kreisfreie Stadt Landau in der Pfalz,Rheinland-Pfalz,2023-07-01,124
Kreisfreie Stadt Ludwigshafen am Rhein,Rheinland-Pfalz,2023-07-01,170
Kreisfreie Stadt Mainz,Rheinland-Pfalz,2023-07-01,206
Kreisfreie Stadt Neustadt an der Weinstraße,Rheinland-Pfalz,2023-07-01,80
Kreisfreie Stadt Pirmasens,Rheinland-Pfalz,2023-07-01,32
Kreisfreie Stadt Speyer,Rheinland-Pfalz,2023-07-01,89
Kreisfreie Stadt Trier,Rheinland-Pfalz,2023-07-01,91
Kreisfreie Stadt Worms,Rheinland-Pfalz,2023-07-01,60
Kreisfreie Stadt Zweibrücken,Rheinland-Pfalz,2023-07-01,116
Landkreis Ahrweiler,Rheinland-Pfalz,2023-07-01,124
Landkreis Altenkirchen (Westerwald),Rheinland-Pfalz,2023-07-01,95
Landkreis Alzey-Worms,Rheinland-Pfalz,2023-07-01,98
Landkreis Bad Dürkheim,Rheinland-Pfalz,2023-07-01,146
Landkreis Bad Kreuznach,Rheinland-Pfalz,2023-07-01,126
Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,2023-07-01,175
Landkreis Birkenfeld,Rheinland-Pfalz,2023-07-01,45
Landkreis Cochem-Zell,Rheinland-Pfalz,2023-07-01,89
Landkreis Donnersbergkreis,Rheinland-Pfalz,2023-07-01,50
Landkreis Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,2023-07-01,104
Landkreis Germersheim,Rheinland-Pfalz,2023-07-01,88
Landkreis Kaiserslautern,Rheinland-Pfalz,2023-07-01,77
Landkreis Kusel,Rheinland-Pfalz,2023-07-01,44
Landkreis Mainz-Bingen,Rheinland-Pfalz,2023-07-01,181
Landkreis Mayen-Koblenz,Rheinland-Pfalz,2023-07-01,222
Landkreis Neuwied,Rheinland-Pfalz,2023-07-01,172
Landkreis Rhein-Hunsrück-Kreis,Rheinland-Pfalz,2023-07-01,141
Landkreis Rhein-Lahn-Kreis,Rheinland-Pfalz,2023-07-01,79
Landkreis Rhein-Pfalz-Kreis,Rheinland-Pfalz,2023-07-01,178
Landkreis Südliche Weinstraße,Rheinland-Pfalz,2023-07-01,119
Landkreis Südwestpfalz,Rheinland-Pfalz,2023-07-01,39
Landkreis Trier-Saarburg,Rheinland-Pfalz,2023-07-01,158
Landkreis Vulkaneifel,Rheinland-Pfalz,2023-07-01,95
Landkreis Westerwaldkreis,Rheinland-Pfalz,2023-07-01,236
Landkreis Merzig-Wadern,Saarland,2023-07-01,94
Landkreis Neunkirchen,Saarland,2023-07-01,83
Landkreis Regionalverband Saarbrücken,Saarland,2023-07-01,257
Landkreis Saarlouis,Saarland,2023-07-01,172
Landkreis Saarpfalz-Kreis,Saarland,2023-07-01,147
Landkreis St. Wendel,Saarland,2023-07-01,91
Kreisfreie Stadt Chemnitz,Sachsen,2023-07-01,343
Kreisfreie Stadt Dresden,Sachsen,2023-07-01,723
Kreisfreie Stadt Leipzig,Sachsen,2023-07-01,691
Landkreis Bautzen,Sachsen,2023-07-01,325
Landkreis Erzgebirgskreis,Sachsen,2023-07-01,287
Landkreis Görlitz,Sachsen,2023-07-01,184
Landkreis Leipzig,Sachsen,2023-07-01,257
Landkreis Meißen,Sachsen,2023-07-01,172
Landkreis Mittelsachsen,Sachsen,2023-07-01,203
Landkreis Nordsachsen,Sachsen,2023-07-01,123
Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen,2023-07-01,215
Landkreis Vogtlandkreis,Sachsen,2023-07-01,196
Landkreis Zwickau,Sachsen,2023-07-01,465
Kreisfreie Stadt Dessau-Roßlau,Sachsen-Anhalt,2023-07-01,57
Kreisfreie Stadt Halle (Saale),Sachsen-Anhalt,2023-07-01,138
Kreisfreie Stadt Magdeburg,Sachsen-Anhalt,2023-07-01,171
Landkreis Altmarkkreis Salzwedel,Sachsen-Anhalt,2023-07-01,66
Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt,2023-07-01,95
Landkreis Börde,Sachsen-Anhalt,2023-07-01,170
Landkreis Burgenlandkreis,Sachsen-Anhalt,2023-07-01,207
Landkreis Harz,Sachsen-Anhalt,2023-07-01,158
Landkreis Jerichower Land,Sachsen-Anhalt,2023-07-01,49
Landkreis Mansfeld-Südharz,Sachsen-Anhalt,2023-07-01,120
Landkreis Saalekreis,Sachsen-Anhalt,2023-07-01,139
Landkreis Salzlandkreis,Sachsen-Anhalt,2023-07-01,169
Landkreis Stendal,Sachsen-Anhalt,2023-07-01,158
Landkreis Wittenberg,Sachsen-Anhalt,2023-07-01,47
Kreis Dithmarschen,Schleswig-Holstein,2023-07-01,296
Kreis Herzogtum Lauenburg,Schleswig-Holstein,2023-07-01,167
Kreis Nordfriesland,Schleswig-Holstein,2023-07-01,508
Kreis Ostholstein,Schleswig-Holstein,2023-07-01,451
Kreis Pinneberg,Schleswig-Holstein,2023-07-01,361
Kreis Plön,Schleswig-Holstein,2023-07-01,140
Kreis Rendsburg-Eckernförde,Schleswig-Holstein,2023-07-01,525
Kreis Schleswig-Flensburg,Schleswig-Holstein,2023-07-01,381
Kreis Segeberg,Schleswig-Holstein,2023-07-01,349
Kreis Steinburg,Schleswig-Holstein,2023-07-01,111
Kreis Stormarn,Schleswig-Holstein,2023-07-01,337
Kreisfreie Stadt Flensburg,Schleswig-Holstein,2023-07-01,167
Kreisfreie Stadt Kiel,Schleswig-Holstein,2023-07-01,436
Kreisfreie Stadt Lübeck,Schleswig-Holstein,2023-07-01,195
Kreisfreie Stadt Neumünster,Schleswig-Holstein,2023-07-01,195
Kreisfreie Stadt Erfurt,Thüringen,2023-07-01,197
Kreisfreie Stadt Gera,Thüringen,2023-07-01,137
Kreisfreie Stadt Jena,Thüringen,2023-07-01,97
Kreisfreie Stadt Suhl,Thüringen,2023-07-01,54
Kreisfreie Stadt Weimar,Thüringen,2023-07-01,68
Landkreis Altenburger Land,Thüringen,2023-07-01,83
Landkreis Eichsfeld,Thüringen,2023-07-01,104
Landkreis Gotha,Thüringen,2023-07-01,93
Landkreis Greiz,Thüringen,2023-07-01,62
Landkreis Hildburghausen,Thüringen,2023-07-01,65
Landkreis Ilm-Kreis,Thüringen,2023-07-01,192
Landkreis Kyffhäuserkreis,Thüringen,2023-07-01,67
Landkreis Nordhausen,Thüringen,2023-07-01,77
Landkreis Saale-Holzland-Kreis,Thüringen,2023-07-01,118
Landkreis Saale-Orla-Kreis,Thüringen,2023-07-01,152
Landkreis Saalfeld-Rudolstadt,Thüringen,2023-07-01,115
Landkreis Schmalkalden-Meiningen,Thüringen,2023-07-01,149
Landkreis Sömmerda,Thüringen,2023-07-01,63
Landkreis Sonneberg,Thüringen,2023-07-01,57
Landkreis Unstrut-Hainich-Kreis,Thüringen,2023-07-01,82
Landkreis Wartburgkreis,Thüringen,2023-07-01,114
Landkreis Weimarer Land,Thüringen,2023-07-01,80
Summe,,2023-07-01,110031
Landkreis Alb-Donau-Kreis,Baden-Württemberg,2023-10-01,355
Landkreis Biberach,Baden-Württemberg,2023-10-01,218
Landkreis Böblingen,Baden-Württemberg,2023-10-01,1451
Landkreis Bodenseekreis,Baden-Württemberg,2023-10-01,442
Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg,2023-10-01,491
Landkreis Calw,Baden-Württemberg,2023-10-01,308
Landkreis Emmendingen,Baden-Württemberg,2023-10-01,195
Landkreis Enzkreis,Baden-Württemberg,2023-10-01,262
Landkreis Esslingen,Baden-Württemberg,2023-10-01,863
Landkreis Freudenstadt,Baden-Württemberg,2023-10-01,200
Landkreis Göppingen,Baden-Württemberg,2023-10-01,463
Landkreis Heidenheim,Baden-Württemberg,2023-10-01,167
Landkreis Heilbronn,Baden-Württemberg,2023-10-01,914
Landkreis Hohenlohekreis,Baden-Württemberg,2023-10-01,342
Landkreis Karlsruhe,Baden-Württemberg,2023-10-01,740
Landkreis Konstanz,Baden-Württemberg,2023-10-01,385
Landkreis Lörrach,Baden-Württemberg,2023-10-01,368
Landkreis Ludwigsburg,Baden-Württemberg,2023-10-01,872
Landkreis Main-Tauber-Kreis,Baden-Württemberg,2023-10-01,252
Landkreis Neckar-Odenwald-Kreis,Baden-Württemberg,2023-10-01,193
Landkreis Ortenaukreis,Baden-Württemberg,2023-10-01,878
Landkreis Ostalbkreis,Baden-Württemberg,2023-10-01,470
Landkreis Rastatt,Baden-Württemberg,2023-10-01,460
Landkreis Ravensburg,Baden-Württemberg,2023-10-01,583
Landkreis Rems-Murr-Kreis,Baden-Württemberg,2023-10-01,613
Landkreis Reutlingen,Baden-Württemberg,2023-10-01,443
Landkreis Rhein-Neckar-Kreis,Baden-Württemberg,2023-10-01,631
Landkreis Rottweil,Baden-Württemberg,2023-10-01,202
Landkreis Schwäbisch Hall,Baden-Württemberg,2023-10-01,398
Landkreis Schwarzwald-Baar-Kreis,Baden-Württemberg,2023-10-01,338
Landkreis Sigmaringen,Baden-Württemberg,2023-10-01,147
Landkreis Tübingen,Baden-Württemberg,2023-10-01,395
Landkreis Tuttlingen,Baden-Württemberg,2023-10-01,237
Landkreis Waldshut,Baden-Württemberg,2023-10-01,339
Landkreis Zollernalbkreis,Baden-Württemberg,2023-10-01,244
Stadtkreis Baden-Baden,Baden-Württemberg,2023-10-01,96
Stadtkreis Freiburg im Breisgau,Baden-Württemberg,2023-10-01,405
Stadtkreis Heidelberg,Baden-Württemberg,2023-10-01,362
Stadtkreis Heilbronn,Baden-Württemberg,2023-10-01,533
Stadtkreis Karlsruhe,Baden-Württemberg,2023-10-01,380
Stadtkreis Mannheim,Baden-Württemberg,2023-10-01,404
Stadtkreis Pforzheim,Baden-Württemberg,2023-10-01,227
Stadtkreis Stuttgart,Baden-Württemberg,2023-10-01,2792
Stadtkreis Ulm,Baden-Württemberg,2023-10-01,407
Kreisfreie Stadt Amberg,Bayern,2023-10-01,39
Kreisfreie Stadt Ansbach,Bayern,2023-10-01,77
Kreisfreie Stadt Aschaffenburg,Bayern,2023-10-01,60
Kreisfreie Stadt Augsburg,Bayern,2023-10-01,347
Kreisfreie Stadt Bamberg,Bayern,2023-10-01,113
Kreisfreie Stadt Bayreuth,Bayern,2023-10-01,77
Kreisfreie Stadt Coburg,Bayern,2023-10-01,79
Kreisfreie Stadt Erlangen,Bayern,2023-10-01,138
Kreisfreie Stadt Fürth,Bayern,2023-10-01,275
Kreisfreie Stadt Hof,Bayern,2023-10-01,42
Kreisfreie Stadt Ingolstadt,Bayern,2023-10-01,1580
Kreisfreie Stadt Kaufbeuren,Bayern,2023-10-01,120
Kreisfreie Stadt Kempten (Allgäu),Bayern,2023-10-01,129
Kreisfreie Stadt Landshut,Bayern,2023-10-01,140
Kreisfreie Stadt Memmingen,Bayern,2023-10-01,89
Kreisfreie Stadt München,Bayern,2023-10-01,2725
Kreisfreie Stadt Nürnberg,Bayern,2023-10-01,759
Kreisfreie Stadt Passau,Bayern,2023-10-01,157
Kreisfreie Stadt Regensburg,Bayern,2023-10-01,702
Kreisfreie Stadt Rosenheim,Bayern,2023-10-01,70
Kreisfreie Stadt Schwabach,Bayern,2023-10-01,26
Kreisfreie Stadt Schweinfurt,Bayern,2023-10-01,131
Kreisfreie Stadt Straubing,Bayern,2023-10-01,83
Kreisfreie Stadt Weiden i.d. OPf.,Bayern,2023-10-01,77
Kreisfreie Stadt Würzburg,Bayern,2023-10-01,260
Landkreis Aichach-Friedberg,Bayern,2023-10-01,130
Landkreis Altötting,Bayern,2023-10-01,221
Landkreis Amberg-Sulzbach,Bayern,2023-10-01,129
Landkreis Ansbach,Bayern,2023-10-01,340
Landkreis Aschaffenburg,Bayern,2023-10-01,259
Landkreis Augsburg,Bayern,2023-10-01,350
Landkreis Bad Kissingen,Bayern,2023-10-01,141
Landkreis Bad Tölz-Wolfratshausen,Bayern,2023-10-01,195
Landkreis Bamberg,Bayern,2023-10-01,180
Landkreis Bayreuth,Bayern,2023-10-01,110
Landkreis Berchtesgadener Land,Bayern,2023-10-01,201
Landkreis Cham,Bayern,2023-10-01,173
Landkreis Coburg,Bayern,2023-10-01,111
Landkreis Dachau,Bayern,2023-10-01,167
Landkreis Deggendorf,Bayern,2023-10-01,214
Landkreis Dillingen a.d. Donau,Bayern,2023-10-01,101
Landkreis Dingolfing-Landau,Bayern,2023-10-01,460
Landkreis Donau-Ries,Bayern,2023-10-01,234
Landkreis Ebersberg,Bayern,2023-10-01,198
Landkreis Eichstätt,Bayern,2023-10-01,255
Landkreis Erding,Bayern,2023-10-01,258
Landkreis Erlangen-Höchstadt,Bayern,2023-10-01,217
Landkreis Forchheim,Bayern,2023-10-01,189
Landkreis Freising,Bayern,2023-10-01,355
Landkreis Freyung-Grafenau,Bayern,2023-10-01,196
Landkreis Fürstenfeldbruck,Bayern,2023-10-01,267
Landkreis Fürth,Bayern,2023-10-01,131
Landkreis Garmisch-Partenkirchen,Bayern,2023-10-01,256
Landkreis Günzburg,Bayern,2023-10-01,198
Landkreis Haßberge,Bayern,2023-10-01,101
Landkreis Hof,Bayern,2023-10-01,149
Landkreis Kelheim,Bayern,2023-10-01,162
Landkreis Kitzingen,Bayern,2023-10-01,304
Landkreis Kronach,Bayern,2023-10-01,78
Landkreis Kulmbach,Bayern,2023-10-01,93
Landkreis Landsberg am Lech,Bayern,2023-10-01,216
Landkreis Landshut,Bayern,2023-10-01,273
Landkreis Lichtenfels,Bayern,2023-10-01,49
Landkreis Lindau (Bodensee),Bayern,2023-10-01,161
Landkreis Main-Spessart,Bayern,2023-10-01,191
Landkreis Miesbach,Bayern,2023-10-01,278
Landkreis Miltenberg,Bayern,2023-10-01,91
Landkreis Mühldorf a. Inn,Bayern,2023-10-01,181
Landkreis München,Bayern,2023-10-01,1054
Landkreis Neuburg-Schrobenhausen,Bayern,2023-10-01,197
Landkreis Neumarkt i.d. OPf.,Bayern,2023-10-01,236
Landkreis Neustadt a.d. Aisch-Bad Windsheim,Bayern,2023-10-01,174
Landkreis Neustadt a.d. Waldnaab,Bayern,2023-10-01,95
Landkreis Neu-Ulm,Bayern,2023-10-01,285
Landkreis Nürnberger Land,Bayern,2023-10-01,251
Landkreis Oberallgäu,Bayern,2023-10-01,402
Landkreis Ostallgäu,Bayern,2023-10-01,391
Landkreis Passau,Bayern,2023-10-01,400
Landkreis Pfaffenhofen a.d. Ilm,Bayern,2023-10-01,241
Landkreis Regen,Bayern,2023-10-01,152
Landkreis Regensburg,Bayern,2023-10-01,322
Landkreis Rhön-Grabfeld,Bayern,2023-10-01,147
Landkreis Rosenheim,Bayern,2023-10-01,510
Landkreis Roth,Bayern,2023-10-01,253
Landkreis Rottal-Inn,Bayern,2023-10-01,134
Landkreis Schwandorf,Bayern,2023-10-01,253
Landkreis Schweinfurt,Bayern,2023-10-01,212
Landkreis Starnberg,Bayern,2023-10-01,159
Landkreis Straubing-Bogen,Bayern,2023-10-01,181
Landkreis Tirschenreuth,Bayern,2023-10-01,77
Landkreis Traunstein,Bayern,2023-10-01,322
