Region,State,Date,EVs
Landkreis Unterallgäu,Bayern,2023-10-01,306
Landkreis Weilheim-Schongau,Bayern,2023-10-01,209
Landkreis Weißenburg-Gunzenhausen,Bayern,2023-10-01,125
Landkreis Wunsiedel i. Fichtelgebirge,Bayern,2023-10-01,118
Landkreis Würzburg,Bayern,2023-10-01,191
Kreisfreie Stadt Berlin,Berlin,2023-10-01,3653
Kreisfreie Stadt Brandenburg an der Havel,Brandenburg,2023-10-01,76
Kreisfreie Stadt Cottbus,Brandenburg,2023-10-01,77
Kreisfreie Stadt Frankfurt (Oder),Brandenburg,2023-10-01,37
Kreisfreie Stadt Potsdam,Brandenburg,2023-10-01,153
Landkreis Barnim,Brandenburg,2023-10-01,204
Landkreis Dahme-Spreewald,Brandenburg,2023-10-01,203
Landkreis Elbe-Elster,Brandenburg,2023-10-01,78
Landkreis Havelland,Brandenburg,2023-10-01,118
Landkreis Märkisch-Oderland,Brandenburg,2023-10-01,142
Landkreis Oberhavel,Brandenburg,2023-10-01,227
Landkreis Oberspreewald-Lausitz,Brandenburg,2023-10-01,105
Landkreis Oder-Spree,Brandenburg,2023-10-01,690
Landkreis Ostprignitz-Ruppin,Brandenburg,2023-10-01,151
Landkreis Potsdam-Mittelmark,Brandenburg,2023-10-01,278
Landkreis Prignitz,Brandenburg,2023-10-01,41
Landkreis Spree-Neiße,Brandenburg,2023-10-01,100
Landkreis Teltow-Fläming,Brandenburg,2023-10-01,177
Landkreis Uckermark,Brandenburg,2023-10-01,160
Kreisfreie Stadt Bremen,Bremen,2023-10-01,684
Kreisfreie Stadt Bremerhaven,Bremen,2023-10-01,104
Kreisfreie Stadt Hamburg,Hamburg,2023-10-01,2579
Kreisfreie Stadt Darmstadt,Hessen,2023-10-01,200
Kreisfreie Stadt Frankfurt am Main,Hessen,2023-10-01,905
Kreisfreie Stadt Kassel,Hessen,2023-10-01,395
Kreisfreie Stadt Offenbach am Main,Hessen,2023-10-01,40
Kreisfreie Stadt Wiesbaden,Hessen,2023-10-01,351
Landkreis Bergstraße,Hessen,2023-10-01,344
Landkreis Darmstadt-Dieburg,Hessen,2023-10-01,413
Landkreis Fulda,Hessen,2023-10-01,419
Landkreis Gießen,Hessen,2023-10-01,286
Landkreis Groß-Gerau,Hessen,2023-10-01,1084
Landkreis Hersfeld-Rotenburg,Hessen,2023-10-01,135
Landkreis Hochtaunuskreis,Hessen,2023-10-01,283
Landkreis Kassel,Hessen,2023-10-01,507
Landkreis Lahn-Dill-Kreis,Hessen,2023-10-01,264
Landkreis Limburg-Weilburg,Hessen,2023-10-01,307
Landkreis Main-Kinzig-Kreis,Hessen,2023-10-01,610
Landkreis Main-Taunus-Kreis,Hessen,2023-10-01,341
Landkreis Marburg-Biedenkopf,Hessen,2023-10-01,227
Landkreis Odenwaldkreis,Hessen,2023-10-01,118
Landkreis Offenbach,Hessen,2023-10-01,449
Landkreis Rheingau-Taunus-Kreis,Hessen,2023-10-01,190
Landkreis Schwalm-Eder-Kreis,Hessen,2023-10-01,198
Landkreis Vogelsbergkreis,Hessen,2023-10-01,163
Landkreis Waldeck-Frankenberg,Hessen,2023-10-01,150
Landkreis Werra-Meißner-Kreis,Hessen,2023-10-01,88
Landkreis Wetteraukreis,Hessen,2023-10-01,333
Kreisfreie Stadt Rostock,Mecklenburg-Vorpommern,2023-10-01,178
Kreisfreie Stadt Schwerin,Mecklenburg-Vorpommern,2023-10-01,98
Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,2023-10-01,194
Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,2023-10-01,225
Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,2023-10-01,158
Landkreis Rostock,Mecklenburg-Vorpommern,2023-10-01,237
Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,2023-10-01,199
Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,2023-10-01,223
Kreisfreie Stadt Braunschweig,Niedersachsen,2023-10-01,342
Kreisfreie Stadt Delmenhorst,Niedersachsen,2023-10-01,75
Kreisfreie Stadt Emden,Niedersachsen,2023-10-01,127
Kreisfreie Stadt Oldenburg (Oldb),Niedersachsen,2023-10-01,165
Kreisfreie Stadt Osnabrück,Niedersachsen,2023-10-01,395
Kreisfreie Stadt Salzgitter,Niedersachsen,2023-10-01,245
Kreisfreie Stadt Wilhelmshaven,Niedersachsen,2023-10-01,68
Kreisfreie Stadt Wolfsburg,Niedersachsen,2023-10-01,974
Landkreis Ammerland,Niedersachsen,2023-10-01,133
Landkreis Aurich,Niedersachsen,2023-10-01,232
Landkreis Celle,Niedersachsen,2023-10-01,153
Landkreis Cloppenburg,Niedersachsen,2023-10-01,246
Landkreis Cuxhaven,Niedersachsen,2023-10-01,155
Landkreis Diepholz,Niedersachsen,2023-10-01,255
Landkreis Emsland,Niedersachsen,2023-10-01,534
Landkreis Friesland,Niedersachsen,2023-10-01,144
Landkreis Gifhorn,Niedersachsen,2023-10-01,188
Landkreis Goslar,Niedersachsen,2023-10-01,185
Landkreis Göttingen,Niedersachsen,2023-10-01,405
Landkreis Grafschaft Bentheim,Niedersachsen,2023-10-01,213
Landkreis Hameln-Pyrmont,Niedersachsen,2023-10-01,107
Landkreis Harburg,Niedersachsen,2023-10-01,293
Landkreis Heidekreis,Niedersachsen,2023-10-01,299
Landkreis Helmstedt,Niedersachsen,2023-10-01,117
Landkreis Hildesheim,Niedersachsen,2023-10-01,259
Landkreis Holzminden,Niedersachsen,2023-10-01,67
Landkreis Leer,Niedersachsen,2023-10-01,183
Landkreis Lüchow-Dannenberg,Niedersachsen,2023-10-01,60
Landkreis Lüneburg,Niedersachsen,2023-10-01,220
Landkreis Nienburg (Weser),Niedersachsen,2023-10-01,188
Landkreis Northeim,Niedersachsen,2023-10-01,201
Landkreis Oldenburg,Niedersachsen,2023-10-01,143
Landkreis Osnabrück,Niedersachsen,2023-10-01,429
Landkreis Osterholz,Niedersachsen,2023-10-01,161
Landkreis Peine,Niedersachsen,2023-10-01,138
Landkreis Region Hannover,Niedersachsen,2023-10-01,2038
Landkreis Rotenburg (Wümme),Niedersachsen,2023-10-01,213
Landkreis Schaumburg,Niedersachsen,2023-10-01,275
Landkreis Stade,Niedersachsen,2023-10-01,250
Landkreis Uelzen,Niedersachsen,2023-10-01,91
Landkreis Vechta,Niedersachsen,2023-10-01,260
Landkreis Verden,Niedersachsen,2023-10-01,198
Landkreis Wesermarsch,Niedersachsen,2023-10-01,70
Landkreis Wittmund,Niedersachsen,2023-10-01,53
Landkreis Wolfenbüttel,Niedersachsen,2023-10-01,80
Kreis Borken,Nordrhein-Westfalen,2023-10-01,756
Kreis Coesfeld,Nordrhein-Westfalen,2023-10-01,344
Kreis Düren,Nordrhein-Westfalen,2023-10-01,380
Kreis Ennepe-Ruhr-Kreis,Nordrhein-Westfalen,2023-10-01,276
Kreis Euskirchen,Nordrhein-Westfalen,2023-10-01,228
Kreis Gütersloh,Nordrhein-Westfalen,2023-10-01,512
Kreis Heinsberg,Nordrhein-Westfalen,2023-10-01,259
Kreis Herford,Nordrhein-Westfalen,2023-10-01,269
Kreis Hochsauerlandkreis,Nordrhein-Westfalen,2023-10-01,369
Kreis Höxter,Nordrhein-Westfalen,2023-10-01,205
Kreis Kleve,Nordrhein-Westfalen,2023-10-01,494
Kreis Lippe,Nordrhein-Westfalen,2023-10-01,320
Kreis Märkischer Kreis,Nordrhein-Westfalen,2023-10-01,455
Kreis Mettmann,Nordrhein-Westfalen,2023-10-01,718
Kreis Minden-Lübbecke,Nordrhein-Westfalen,2023-10-01,358
Kreis Oberbergischer Kreis,Nordrhein-Westfalen,2023-10-01,279
Kreis Olpe,Nordrhein-Westfalen,2023-10-01,133
Kreis Paderborn,Nordrhein-Westfalen,2023-10-01,609
Kreis Recklinghausen,Nordrhein-Westfalen,2023-10-01,683
Kreis Rhein-Erft-Kreis,Nordrhein-Westfalen,2023-10-01,463
Kreis Rheinisch-Bergischer Kreis,Nordrhein-Westfalen,2023-10-01,262
Kreis Rhein-Kreis Neuss,Nordrhein-Westfalen,2023-10-01,422
Kreis Rhein-Sieg-Kreis,Nordrhein-Westfalen,2023-10-01,638
Kreis Siegen-Wittgenstein,Nordrhein-Westfalen,2023-10-01,252
Kreis Soest,Nordrhein-Westfalen,2023-10-01,430
Kreis Städteregion Aachen,Nordrhein-Westfalen,2023-10-01,893
Kreis Steinfurt,Nordrhein-Westfalen,2023-10-01,483
Kreis Unna,Nordrhein-Westfalen,2023-10-01,633
Kreis Viersen,Nordrhein-Westfalen,2023-10-01,414
Kreis Warendorf,Nordrhein-Westfalen,2023-10-01,354
Kreis Wesel,Nordrhein-Westfalen,2023-10-01,597
Kreisfreie Stadt Bielefeld,Nordrhein-Westfalen,2023-10-01,383
Kreisfreie Stadt Bochum,Nordrhein-Westfalen,2023-10-01,471
Kreisfreie Stadt Bonn,Nordrhein-Westfalen,2023-10-01,450
Kreisfreie Stadt Bottrop,Nordrhein-Westfalen,2023-10-01,129
Kreisfreie Stadt Dortmund,Nordrhein-Westfalen,2023-10-01,866
Kreisfreie Stadt Duisburg,Nordrhein-Westfalen,2023-10-01,273
Kreisfreie Stadt Düsseldorf,Nordrhein-Westfalen,2023-10-01,1355
Kreisfreie Stadt Essen,Nordrhein-Westfalen,2023-10-01,700
Kreisfreie Stadt Gelsenkirchen,Nordrhein-Westfalen,2023-10-01,177
Kreisfreie Stadt Hagen,Nordrhein-Westfalen,2023-10-01,167
Kreisfreie Stadt Hamm,Nordrhein-Westfalen,2023-10-01,198
Kreisfreie Stadt Herne,Nordrhein-Westfalen,2023-10-01,129
Kreisfreie Stadt Köln,Nordrhein-Westfalen,2023-10-01,1463
Kreisfreie Stadt Krefeld,Nordrhein-Westfalen,2023-10-01,122
Kreisfreie Stadt Leverkusen,Nordrhein-Westfalen,2023-10-01,126
Kreisfreie Stadt Mönchengladbach,Nordrhein-Westfalen,2023-10-01,291
Kreisfreie Stadt Mülheim an der Ruhr,Nordrhein-Westfalen,2023-10-01,100
Kreisfreie Stadt Münster,Nordrhein-Westfalen,2023-10-01,325
Kreisfreie Stadt Oberhausen,Nordrhein-Westfalen,2023-10-01,228
Kreisfreie Stadt Remscheid,Nordrhein-Westfalen,2023-10-01,164
Kreisfreie Stadt Solingen,Nordrhein-Westfalen,2023-10-01,155
Kreisfreie Stadt Wuppertal,Nordrhein-Westfalen,2023-10-01,210
Kreisfreie Stadt Frankenthal (Pfalz),Rheinland-Pfalz,2023-10-01,63
Kreisfreie Stadt Kaiserslautern,Rheinland-Pfalz,2023-10-01,142
Kreisfreie Stadt Koblenz,Rheinland-Pfalz,2023-10-01,152
Kreisfreie Stadt Landau in der Pfalz,Rheinland-Pfalz,2023-10-01,130
Kreisfreie Stadt Ludwigshafen am Rhein,Rheinland-Pfalz,2023-10-01,171
Kreisfreie Stadt Mainz,Rheinland-Pfalz,2023-10-01,214
Kreisfreie Stadt Neustadt an der Weinstraße,Rheinland-Pfalz,2023-10-01,90
Kreisfreie Stadt Pirmasens,Rheinland-Pfalz,2023-10-01,34
Kreisfreie Stadt Speyer,Rheinland-Pfalz,2023-10-01,97
Kreisfreie Stadt Trier,Rheinland-Pfalz,2023-10-01,95
Kreisfreie Stadt Worms,Rheinland-Pfalz,2023-10-01,72
Kreisfreie Stadt Zweibrücken,Rheinland-Pfalz,2023-10-01,120
Landkreis Ahrweiler,Rheinland-Pfalz,2023-10-01,138
Landkreis Altenkirchen (Westerwald),Rheinland-Pfalz,2023-10-01,100
Landkreis Alzey-Worms,Rheinland-Pfalz,2023-10-01,108
Landkreis Bad Dürkheim,Rheinland-Pfalz,2023-10-01,149
Landkreis Bad Kreuznach,Rheinland-Pfalz,2023-10-01,172
Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,2023-10-01,193
Landkreis Birkenfeld,Rheinland-Pfalz,2023-10-01,51
Landkreis Cochem-Zell,Rheinland-Pfalz,2023-10-01,106
Landkreis Donnersbergkreis,Rheinland-Pfalz,2023-10-01,52
Landkreis Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,2023-10-01,120
Landkreis Germersheim,Rheinland-Pfalz,2023-10-01,90
Landkreis Kaiserslautern,Rheinland-Pfalz,2023-10-01,82
Landkreis Kusel,Rheinland-Pfalz,2023-10-01,44
Landkreis Mainz-Bingen,Rheinland-Pfalz,2023-10-01,187
Landkreis Mayen-Koblenz,Rheinland-Pfalz,2023-10-01,258
Landkreis Neuwied,Rheinland-Pfalz,2023-10-01,211
Landkreis Rhein-Hunsrück-Kreis,Rheinland-Pfalz,2023-10-01,147
Landkreis Rhein-Lahn-Kreis,Rheinland-Pfalz,2023-10-01,81
Landkreis Rhein-Pfalz-Kreis,Rheinland-Pfalz,2023-10-01,183
Landkreis Südliche Weinstraße,Rheinland-Pfalz,2023-10-01,119
Landkreis Südwestpfalz,Rheinland-Pfalz,2023-10-01,40
Landkreis Trier-Saarburg,Rheinland-Pfalz,2023-10-01,187
Landkreis Vulkaneifel,Rheinland-Pfalz,2023-10-01,168
Landkreis Westerwaldkreis,Rheinland-Pfalz,2023-10-01,260
Landkreis Merzig-Wadern,Saarland,2023-10-01,106
Landkreis Neunkirchen,Saarland,2023-10-01,92
Landkreis Regionalverband Saarbrücken,Saarland,2023-10-01,310
Landkreis Saarlouis,Saarland,2023-10-01,185
Landkreis Saarpfalz-Kreis,Saarland,2023-10-01,164
Landkreis St. Wendel,Saarland,2023-10-01,99
Kreisfreie Stadt Chemnitz,Sachsen,2023-10-01,366
Kreisfreie Stadt Dresden,Sachsen,2023-10-01,783
Kreisfreie Stadt Leipzig,Sachsen,2023-10-01,732
Landkreis Bautzen,Sachsen,2023-10-01,327
Landkreis Erzgebirgskreis,Sachsen,2023-10-01,301
Landkreis Görlitz,Sachsen,2023-10-01,209
Landkreis Leipzig,Sachsen,2023-10-01,286
Landkreis Meißen,Sachsen,2023-10-01,187
Landkreis Mittelsachsen,Sachsen,2023-10-01,222
Landkreis Nordsachsen,Sachsen,2023-10-01,142
Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen,2023-10-01,224
Landkreis Vogtlandkreis,Sachsen,2023-10-01,210
Landkreis Zwickau,Sachsen,2023-10-01,535
Kreisfreie Stadt Dessau-Roßlau,Sachsen-Anhalt,2023-10-01,57
Kreisfreie Stadt Halle (Saale),Sachsen-Anhalt,2023-10-01,158
Kreisfreie Stadt Magdeburg,Sachsen-Anhalt,2023-10-01,196
Landkreis Altmarkkreis Salzwedel,Sachsen-Anhalt,2023-10-01,68
Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt,2023-10-01,115
Landkreis Börde,Sachsen-Anhalt,2023-10-01,176
Landkreis Burgenlandkreis,Sachsen-Anhalt,2023-10-01,212
Landkreis Harz,Sachsen-Anhalt,2023-10-01,177
Landkreis Jerichower Land,Sachsen-Anhalt,2023-10-01,49
Landkreis Mansfeld-Südharz,Sachsen-Anhalt,2023-10-01,143
Landkreis Saalekreis,Sachsen-Anhalt,2023-10-01,155
Landkreis Salzlandkreis,Sachsen-Anhalt,2023-10-01,178
Landkreis Stendal,Sachsen-Anhalt,2023-10-01,160
Landkreis Wittenberg,Sachsen-Anhalt,2023-10-01,43
Kreis Dithmarschen,Schleswig-Holstein,2023-10-01,319
Kreis Herzogtum Lauenburg,Schleswig-Holstein,2023-10-01,191
Kreis Nordfriesland,Schleswig-Holstein,2023-10-01,523
Kreis Ostholstein,Schleswig-Holstein,2023-10-01,481
Kreis Pinneberg,Schleswig-Holstein,2023-10-01,378
Kreis Plön,Schleswig-Holstein,2023-10-01,154
Kreis Rendsburg-Eckernförde,Schleswig-Holstein,2023-10-01,530
Kreis Schleswig-Flensburg,Schleswig-Holstein,2023-10-01,396
Kreis Segeberg,Schleswig-Holstein,2023-10-01,363
Kreis Steinburg,Schleswig-Holstein,2023-10-01,135
Kreis Stormarn,Schleswig-Holstein,2023-10-01,386
Kreisfreie Stadt Flensburg,Schleswig-Holstein,2023-10-01,187
Kreisfreie Stadt Kiel,Schleswig-Holstein,2023-10-01,438
Kreisfreie Stadt Lübeck,Schleswig-Holstein,2023-10-01,236
Kreisfreie Stadt Neumünster,Schleswig-Holstein,2023-10-01,225
Kreisfreie Stadt Erfurt,Thüringen,2023-10-01,226
Kreisfreie Stadt Gera,Thüringen,2023-10-01,150
Kreisfreie Stadt Jena,Thüringen,2023-10-01,138
Kreisfreie Stadt Suhl,Thüringen,2023-10-01,54
Kreisfreie Stadt Weimar,Thüringen,2023-10-01,75
Landkreis Altenburger Land,Thüringen,2023-10-01,92
Landkreis Eichsfeld,Thüringen,2023-10-01,126
Landkreis Gotha,Thüringen,2023-10-01,103
Landkreis Greiz,Thüringen,2023-10-01,62
Landkreis Hildburghausen,Thüringen,2023-10-01,78
Landkreis Ilm-Kreis,Thüringen,2023-10-01,196
Landkreis Kyffhäuserkreis,Thüringen,2023-10-01,67
Landkreis Nordhausen,Thüringen,2023-10-01,77
Landkreis Saale-Holzland-Kreis,Thüringen,2023-10-01,126
Landkreis Saale-Orla-Kreis,Thüringen,2023-10-01,167
Landkreis Saalfeld-Rudolstadt,Thüringen,2023-10-01,128
Landkreis Schmalkalden-Meiningen,Thüringen,2023-10-01,167
Landkreis Sömmerda,Thüringen,2023-10-01,71
Landkreis Sonneberg,Thüringen,2023-10-01,57
Landkreis Unstrut-Hainich-Kreis,Thüringen,2023-10-01,89
Landkreis Wartburgkreis,Thüringen,2023-10-01,117
Landkreis Weimarer Land,Thüringen,2023-10-01,91
Summe,,2023-10-01,119058
Landkreis Alb-Donau-Kreis,Baden-Württemberg,2024-01-01,687
Landkreis Biberach,Baden-Württemberg,2024-01-01,234
Landkreis Böblingen,Baden-Württemberg,2024-01-01,1531
Landkreis Bodenseekreis,Baden-Württemberg,2024-01-01,480
Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg,2024-01-01,556
Landkreis Calw,Baden-Württemberg,2024-01-01,319
Landkreis Emmendingen,Baden-Württemberg,2024-01-01,203
Landkreis Enzkreis,Baden-Württemberg,2024-01-01,279
Landkreis Esslingen,Baden-Württemberg,2024-01-01,933
Landkreis Freudenstadt,Baden-Württemberg,2024-01-01,213
Landkreis Göppingen,Baden-Württemberg,2024-01-01,519
Landkreis Heidenheim,Baden-Württemberg,2024-01-01,170
Landkreis Heilbronn,Baden-Württemberg,2024-01-01,942
Landkreis Hohenlohekreis,Baden-Württemberg,2024-01-01,374
Landkreis Karlsruhe,Baden-Württemberg,2024-01-01,777
Landkreis Konstanz,Baden-Württemberg,2024-01-01,409
Landkreis Lörrach,Baden-Württemberg,2024-01-01,400
Landkreis Ludwigsburg,Baden-Württemberg,2024-01-01,878
Landkreis Main-Tauber-Kreis,Baden-Württemberg,2024-01-01,268
Landkreis Neckar-Odenwald-Kreis,Baden-Württemberg,2024-01-01,230
Landkreis Ortenaukreis,Baden-Württemberg,2024-01-01,930
Landkreis Ostalbkreis,Baden-Württemberg,2024-01-01,503
Landkreis Rastatt,Baden-Württemberg,2024-01-01,467
Landkreis Ravensburg,Baden-Württemberg,2024-01-01,632
Landkreis Rems-Murr-Kreis,Baden-Württemberg,2024-01-01,681
Landkreis Reutlingen,Baden-Württemberg,2024-01-01,469
Landkreis Rhein-Neckar-Kreis,Baden-Württemberg,2024-01-01,660
Landkreis Rottweil,Baden-Württemberg,2024-01-01,206
Landkreis Schwäbisch Hall,Baden-Württemberg,2024-01-01,420
Landkreis Schwarzwald-Baar-Kreis,Baden-Württemberg,2024-01-01,373
Landkreis Sigmaringen,Baden-Württemberg,2024-01-01,156
Landkreis Tübingen,Baden-Württemberg,2024-01-01,487
Landkreis Tuttlingen,Baden-Württemberg,2024-01-01,241
Landkreis Waldshut,Baden-Württemberg,2024-01-01,354
Landkreis Zollernalbkreis,Baden-Württemberg,2024-01-01,258
Stadtkreis Baden-Baden,Baden-Württemberg,2024-01-01,120
Stadtkreis Freiburg im Breisgau,Baden-Württemberg,2024-01-01,476
Stadtkreis Heidelberg,Baden-Württemberg,2024-01-01,397
Stadtkreis Heilbronn,Baden-Württemberg,2024-01-01,545
Stadtkreis Karlsruhe,Baden-Württemberg,2024-01-01,399
Stadtkreis Mannheim,Baden-Württemberg,2024-01-01,461
Stadtkreis Pforzheim,Baden-Württemberg,2024-01-01,230
Stadtkreis Stuttgart,Baden-Württemberg,2024-01-01,3057
Stadtkreis Ulm,Baden-Württemberg,2024-01-01,419
Kreisfreie Stadt Amberg,Bayern,2024-01-01,43
Kreisfreie Stadt Ansbach,Bayern,2024-01-01,77
Kreisfreie Stadt Aschaffenburg,Bayern,2024-01-01,78
Kreisfreie Stadt Augsburg,Bayern,2024-01-01,403
Kreisfreie Stadt Bamberg,Bayern,2024-01-01,133
Kreisfreie Stadt Bayreuth,Bayern,2024-01-01,115
Kreisfreie Stadt Coburg,Bayern,2024-01-01,88
Kreisfreie Stadt Erlangen,Bayern,2024-01-01,152
Kreisfreie Stadt Fürth,Bayern,2024-01-01,321
Kreisfreie Stadt Hof,Bayern,2024-01-01,42
Kreisfreie Stadt Ingolstadt,Bayern,2024-01-01,1599
Kreisfreie Stadt Kaufbeuren,Bayern,2024-01-01,124
Kreisfreie Stadt Kempten (Allgäu),Bayern,2024-01-01,145
Kreisfreie Stadt Landshut,Bayern,2024-01-01,158
Kreisfreie Stadt Memmingen,Bayern,2024-01-01,99
Kreisfreie Stadt München,Bayern,2024-01-01,2905
Kreisfreie Stadt Nürnberg,Bayern,2024-01-01,855
Kreisfreie Stadt Passau,Bayern,2024-01-01,183
Kreisfreie Stadt Regensburg,Bayern,2024-01-01,777
Kreisfreie Stadt Rosenheim,Bayern,2024-01-01,88
Kreisfreie Stadt Schwabach,Bayern,2024-01-01,28
Kreisfreie Stadt Schweinfurt,Bayern,2024-01-01,143
Kreisfreie Stadt Straubing,Bayern,2024-01-01,104
Kreisfreie Stadt Weiden i.d. OPf.,Bayern,2024-01-01,80
Kreisfreie Stadt Würzburg,Bayern,2024-01-01,289
Landkreis Aichach-Friedberg,Bayern,2024-01-01,171
Landkreis Altötting,Bayern,2024-01-01,252
Landkreis Amberg-Sulzbach,Bayern,2024-01-01,134
Landkreis Ansbach,Bayern,2024-01-01,414
Landkreis Aschaffenburg,Bayern,2024-01-01,279
Landkreis Augsburg,Bayern,2024-01-01,364
Landkreis Bad Kissingen,Bayern,2024-01-01,149
Landkreis Bad Tölz-Wolfratshausen,Bayern,2024-01-01,229
Landkreis Bamberg,Bayern,2024-01-01,196
Landkreis Bayreuth,Bayern,2024-01-01,122
Landkreis Berchtesgadener Land,Bayern,2024-01-01,236
Landkreis Cham,Bayern,2024-01-01,214
Landkreis Coburg,Bayern,2024-01-01,111
Landkreis Dachau,Bayern,2024-01-01,192
Landkreis Deggendorf,Bayern,2024-01-01,281
Landkreis Dillingen a.d. Donau,Bayern,2024-01-01,109
Landkreis Dingolfing-Landau,Bayern,2024-01-01,498
Landkreis Donau-Ries,Bayern,2024-01-01,244
Landkreis Ebersberg,Bayern,2024-01-01,225
Landkreis Eichstätt,Bayern,2024-01-01,276
Landkreis Erding,Bayern,2024-01-01,264
Landkreis Erlangen-Höchstadt,Bayern,2024-01-01,227
Landkreis Forchheim,Bayern,2024-01-01,194
Landkreis Freising,Bayern,2024-01-01,389
Landkreis Freyung-Grafenau,Bayern,2024-01-01,222
Landkreis Fürstenfeldbruck,Bayern,2024-01-01,273
Landkreis Fürth,Bayern,2024-01-01,155
Landkreis Garmisch-Partenkirchen,Bayern,2024-01-01,266
Landkreis Günzburg,Bayern,2024-01-01,210
Landkreis Haßberge,Bayern,2024-01-01,113
Landkreis Hof,Bayern,2024-01-01,155
Landkreis Kelheim,Bayern,2024-01-01,203
Landkreis Kitzingen,Bayern,2024-01-01,323
Landkreis Kronach,Bayern,2024-01-01,85
Landkreis Kulmbach,Bayern,2024-01-01,103
Landkreis Landsberg am Lech,Bayern,2024-01-01,245
Landkreis Landshut,Bayern,2024-01-01,302
Landkreis Lichtenfels,Bayern,2024-01-01,49
Landkreis Lindau (Bodensee),Bayern,2024-01-01,173
Landkreis Main-Spessart,Bayern,2024-01-01,201
Landkreis Miesbach,Bayern,2024-01-01,301
Landkreis Miltenberg,Bayern,2024-01-01,102
Landkreis Mühldorf a. Inn,Bayern,2024-01-01,189
Landkreis München,Bayern,2024-01-01,1119
Landkreis Neuburg-Schrobenhausen,Bayern,2024-01-01,201
Landkreis Neumarkt i.d. OPf.,Bayern,2024-01-01,261
Landkreis Neustadt a.d. Aisch-Bad Windsheim,Bayern,2024-01-01,182
Landkreis Neustadt a.d. Waldnaab,Bayern,2024-01-01,101
Landkreis Neu-Ulm,Bayern,2024-01-01,324
Landkreis Nürnberger Land,Bayern,2024-01-01,279
Landkreis Oberallgäu,Bayern,2024-01-01,458
Landkreis Ostallgäu,Bayern,2024-01-01,426
Landkreis Passau,Bayern,2024-01-01,417
Landkreis Pfaffenhofen a.d. Ilm,Bayern,2024-01-01,253
Landkreis Regen,Bayern,2024-01-01,154
Landkreis Regensburg,Bayern,2024-01-01,376
Landkreis Rhön-Grabfeld,Bayern,2024-01-01,145
Landkreis Rosenheim,Bayern,2024-01-01,552
Landkreis Roth,Bayern,2024-01-01,275
Landkreis Rottal-Inn,Bayern,2024-01-01,143
Landkreis Schwandorf,Bayern,2024-01-01,259
Landkreis Schweinfurt,Bayern,2024-01-01,213
Landkreis Starnberg,Bayern,2024-01-01,181
Landkreis Straubing-Bogen,Bayern,2024-01-01,193
Landkreis Tirschenreuth,Bayern,2024-01-01,91
Landkreis Traunstein,Bayern,2024-01-01,343
Landkreis Unterallgäu,Bayern,2024-01-01,322
Landkreis Weilheim-Schongau,Bayern,2024-01-01,251
Landkreis Weißenburg-Gunzenhausen,Bayern,2024-01-01,149
Landkreis Wunsiedel i. Fichtelgebirge,Bayern,2024-01-01,124
Landkreis Würzburg,Bayern,2024-01-01,209
Kreisfreie Stadt Berlin,Berlin,2024-01-01,4425
Kreisfreie Stadt Brandenburg an der Havel,Brandenburg,2024-01-01,76
Kreisfreie Stadt Cottbus,Brandenburg,2024-01-01,91
Kreisfreie Stadt Frankfurt (Oder),Brandenburg,2024-01-01,39
Kreisfreie Stadt Potsdam,Brandenburg,2024-01-01,165
Landkreis Barnim,Brandenburg,2024-01-01,219
Landkreis Dahme-Spreewald,Brandenburg,2024-01-01,218
Landkreis Elbe-Elster,Brandenburg,2024-01-01,78
Landkreis Havelland,Brandenburg,2024-01-01,133
Landkreis Märkisch-Oderland,Brandenburg,2024-01-01,150
Landkreis Oberhavel,Brandenburg,2024-01-01,270
Landkreis Oberspreewald-Lausitz,Brandenburg,2024-01-01,113
Landkreis Oder-Spree,Brandenburg,2024-01-01,702
Landkreis Ostprignitz-Ruppin,Brandenburg,2024-01-01,155
Landkreis Potsdam-Mittelmark,Brandenburg,2024-01-01,301
Landkreis Prignitz,Brandenburg,2024-01-01,53
Landkreis Spree-Neiße,Brandenburg,2024-01-01,106
Landkreis Teltow-Fläming,Brandenburg,2024-01-01,230
Landkreis Uckermark,Brandenburg,2024-01-01,167
Kreisfreie Stadt Bremen,Bremen,2024-01-01,726
Kreisfreie Stadt Bremerhaven,Bremen,2024-01-01,107
Kreisfreie Stadt Hamburg,Hamburg,2024-01-01,2746
Kreisfreie Stadt Darmstadt,Hessen,2024-01-01,217
Kreisfreie Stadt Frankfurt am Main,Hessen,2024-01-01,1252
Kreisfreie Stadt Kassel,Hessen,2024-01-01,436
Kreisfreie Stadt Offenbach am Main,Hessen,2024-01-01,66
Kreisfreie Stadt Wiesbaden,Hessen,2024-01-01,369
Landkreis Bergstraße,Hessen,2024-01-01,362
